runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,10737,599.7,1,32,42.4375,1,0
1,10541,599.946,1,36,42.3571,1,0
2,10524,599.966,1,55,24.1667,0.833333,0
3,10796,599.977,1,39,38,1,0
4,10579,599.954,1,42,9.5,1,0
5,10454,599.99,1,44,40.75,1,0
6,10645,600.009,2,28,19.8333,0.888889,0.49717
7,10676,599.92,1,35,26,1,0
8,10655,599.988,1,44,40.75,1,0
9,10165,599.961,2,37,21.6571,0.857143,0.49717
10,10559,600.001,1,50,25.75,1,0
11,10824,599.955,0,0,333,333,333
12,10486,599.902,2,59,22.6667,0.666667,0.49717
13,10601,599.982,1,32,42.4375,1,0
14,10764,599.935,1,48,39.25,1,0
15,10570,599.984,2,26,25.375,0.9,0.49717
16,10840,600.012,1,32,42.4375,1,0
17,10634,599.949,1,32,42.4375,1,0
18,10506,599.939,1,12,42.75,1,0
19,10562,599.992,2,30,25.25,0.888889,0.49717
20,10589,599.965,1,50,25.75,1,0
21,10434,599.947,1,25,26.0909,1,0
22,10523,599.952,1,48,39.25,1,0
23,10390,599.955,2,34,25.0938,0.875,0.49717
24,10341,599.907,2,28,19.8333,0.888889,0.49717
25,10113,600.009,2,44,24.8125,0.875,0.49717
26,10904,599.938,1,35,26,1,0
27,10227,599.992,2,20,20.0455,0.909091,0.49717
28,10818,599.989,1,55,24.1667,0.833333,0
29,10252,599.972,2,49,24.5714,0.857143,0.49717
,,,87,,,